Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1240,Providence School,2.48,Phd,Los Angeles,N/A,N/A,0,1,0,Data scientist,12/22,04/23,Lawyer,06/22,11/22,Teaching Assistant,09/21,02/22
1241,Providence State University,3.46,Bachelors,Chicago,N/A,1,1,1,0,Junior SWE,07/20,N/A,ML Engineer,12/19,03/20,Junior SWE,02/19,11/19
1242,State Providence College,3.47,Bachelors,Los Angeles,N/A,N/A,1,1,1,Data scientist,07/22,06/23,Senior SWE,07/21,06/22,Teaching Assistant,02/21,11/21
1243,Providence School,2.58,Phd,Providence,M,0,0,0,1,Lawyer,11/22,02/23,ML Engineer,03/22,06/22,Senior SWE,07/21,01/22
1244,Providence University,3.03,Phd,Miami,F,1,0,N/A,3,Data scientist,11/21,07/22,Junior SWE,05/21,07/21,ML Engineer,05/20,04/21
1245,State Providence College,3.45,Masters,Providence,F,N/A,0,1,0,Data scientist,03/23,06/23,Research Assistant,06/22,11/22,Junior SWE,01/22,03/22
1246,Providence School,2.65,Bachelors,Los Angeles,F,N/A,0,1,0,Junior SWE,08/23,03/24,Teaching Assistant,02/23,04/23,Teaching Assistant,08/22,09/22
1247,Providence School,2.72,Bachelors,Miami,N/A,0,1,0,4,Junior SWE,01/22,N/A,Senior SWE,01/21,12/21,Research Assistant,07/20,07/21
1248,Providence State University,2.57,Phd,Providence,M,1,0,1,4,Senior SWE,03/20,11/20,Data scientist,08/19,12/19,Teaching Assistant,03/19,04/19
1249,Providence School,2.39,Masters,Los Angeles,M,N/A,1,N/A,2,ML Engineer,09/22,N/A,Research Assistant,03/22,08/22,Research Assistant,06/21,01/22
1250,Providence School,2.54,Phd,Los Angeles,N/A,N/A,1,1,1,Lawyer,10/23,01/24,Lawyer,01/23,06/23,Teaching Assistant,04/22,02/23
1251,Providence School,2.31,Masters,Providence,N/A,1,0,0,1,Senior SWE,06/21,N/A,Lawyer,06/20,01/21,N/A,N/A,N/A
1252,Providence School,2.81,Bachelors,Boston,N/A,N/A,0,N/A,2,ML Engineer,02/23,N/A,Research Assistant,02/22,10/22,Junior SWE,12/21,07/22
1253,Providence State University,2.49,Phd,Providence,M,N/A,1,N/A,0,Junior SWE,08/22,N/A,Research Assistant,02/22,05/22,Teaching Assistant,07/21,12/21
1254,Providence School,2.89,Bachelors,Providence,M,0,0,1,1,Junior SWE,02/22,N/A,Research Assistant,03/21,11/21,N/A,N/A,N/A
1255,Providence University,2.18,Phd,Chicago,M,0,0,1,3,Junior SWE,09/23,11/23,Data scientist,12/22,08/23,Data scientist,08/22,11/22
1256,Providence School,2.93,Bachelors,Providence,F,0,1,1,0,Data scientist,08/23,N/A,Junior SWE,01/23,03/23,ML Engineer,04/22,09/22
1257,Providence School,3.13,Bachelors,Providence,M,N/A,1,N/A,2,Junior SWE,01/20,N/A,Data scientist,05/19,08/19,Teaching Assistant,08/18,03/19
1258,Providence University,2.0,Phd,Miami,N/A,1,0,0,1,Senior SWE,12/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1259,State Providence College,2.95,Masters,Providence,N/A,1,1,N/A,1,Senior SWE,03/23,01/24,Teaching Assistant,09/22,12/22,Research Assistant,10/21,09/22
1260,Providence State University,3.29,Bachelors,Miami,F,0,0,1,1,ML Engineer,07/21,N/A,Research Assistant,11/20,05/21,Junior SWE,01/20,09/20
1261,Providence State University,2.32,Bachelors,Los Angeles,M,1,1,0,1,ML Engineer,11/21,11/22,Teaching Assistant,11/20,09/21,Research Assistant,11/20,11/20
1262,State Providence College,3.47,Bachelors,Miami,N/A,0,0,N/A,0,Senior SWE,03/20,N/A,Junior SWE,07/19,01/20,N/A,N/A,N/A
1263,Providence School,2.97,Bachelors,Chicago,F,1,0,0,4,Junior SWE,02/22,03/22,Senior SWE,03/21,12/21,N/A,N/A,N/A
1264,Providence School,2.52,Phd,Providence,F,0,1,0,4,Lawyer,08/21,N/A,Data scientist,11/20,05/21,Data scientist,06/20,09/20
1265,State Providence College,2.78,Phd,Los Angeles,M,N/A,0,1,1,Data scientist,05/21,10/21,Junior SWE,10/20,03/21,Research Assistant,01/20,06/20
1266,Providence School,3.02,Masters,Boston,M,N/A,0,N/A,4,Data scientist,06/21,N/A,Teaching Assistant,07/20,02/21,Lawyer,02/20,09/20
1267,State Providence College,2.83,Masters,Chicago,N/A,N/A,0,1,2,ML Engineer,10/21,N/A,Senior SWE,11/20,09/21,ML Engineer,08/20,10/20
1268,Providence School,3.02,Bachelors,Chicago,M,0,0,N/A,2,Data scientist,12/22,N/A,Data scientist,05/22,09/22,Research Assistant,07/21,01/22
1269,Providence School,2.43,Phd,Boston,M,1,0,0,3,Senior SWE,07/20,N/A,Lawyer,09/19,03/20,Lawyer,06/19,07/19
1270,Providence University,2.87,Bachelors,Providence,M,0,0,N/A,0,ML Engineer,11/21,11/22,Data scientist,12/20,08/21,Junior SWE,11/20,01/21
1271,State Providence College,2.23,Masters,Los Angeles,F,N/A,1,N/A,1,Senior SWE,02/23,N/A,ML Engineer,05/22,01/23,ML Engineer,02/22,08/22
1272,Providence State University,2.76,Phd,Boston,F,1,1,N/A,2,Lawyer,06/22,N/A,Data scientist,08/21,03/22,Research Assistant,04/21,11/21
1273,Providence School,2.44,Bachelors,Boston,M,N/A,0,0,3,Lawyer,11/20,09/21,ML Engineer,01/20,06/20,Data scientist,10/19,05/20
1274,Providence State University,2.51,Bachelors,Chicago,N/A,0,0,N/A,4,Lawyer,09/23,N/A,Senior SWE,02/23,08/23,Junior SWE,08/22,11/22
1275,Providence State University,3.29,Masters,Providence,M,1,0,1,0,Lawyer,07/23,N/A,Data scientist,11/22,02/23,ML Engineer,05/22,09/22
1276,Providence State University,3.24,Bachelors,Providence,F,N/A,0,1,2,Data scientist,06/23,02/24,Senior SWE,06/22,04/23,Research Assistant,04/22,08/22
1277,Providence University,3.04,Masters,Miami,F,1,1,1,3,Senior SWE,11/21,09/22,Senior SWE,05/21,08/21,Research Assistant,06/20,03/21
1278,Providence University,2.36,Bachelors,Boston,N/A,1,0,1,1,Senior SWE,12/21,08/22,Teaching Assistant,04/21,07/21,ML Engineer,07/20,04/21
1279,State Providence College,2.67,Masters,Boston,F,1,0,N/A,3,ML Engineer,08/23,N/A,Junior SWE,09/22,05/23,Lawyer,05/22,12/22
1280,Providence School,3.29,Bachelors,Boston,F,0,0,0,0,Senior SWE,09/20,11/20,Senior SWE,09/19,07/20,Junior SWE,07/19,02/20
1281,Providence School,2.86,Bachelors,Chicago,F,1,0,N/A,4,Data scientist,01/21,N/A,Senior SWE,07/20,09/20,Data scientist,08/19,07/20
1282,Providence School,3.73,Phd,Boston,F,0,0,0,4,Data scientist,10/20,07/21,Teaching Assistant,01/20,08/20,Data scientist,10/19,11/19
1283,Providence School,2.96,Phd,Miami,M,N/A,0,1,2,Senior SWE,02/21,N/A,Teaching Assistant,04/20,11/20,Junior SWE,01/20,06/20
1284,State Providence College,2.88,Bachelors,Providence,F,N/A,1,0,0,Senior SWE,04/21,N/A,Data scientist,04/20,01/21,Junior SWE,12/19,10/20
1285,Providence School,2.68,Phd,Chicago,M,N/A,0,N/A,3,Lawyer,11/21,N/A,Teaching Assistant,04/21,10/21,N/A,N/A,N/A
1286,Providence School,2.85,Masters,Los Angeles,N/A,1,1,N/A,3,Senior SWE,11/20,02/21,Data scientist,05/20,10/20,Senior SWE,05/19,05/20
1287,State Providence College,2.74,Masters,Chicago,F,1,1,1,4,Senior SWE,05/21,N/A,Lawyer,09/20,03/21,Research Assistant,05/20,06/20
1288,Providence University,3.08,Phd,Boston,M,1,0,N/A,3,Lawyer,04/20,01/21,Teaching Assistant,08/19,01/20,Lawyer,02/19,04/19
1289,Providence School,3.18,Bachelors,Miami,M,0,0,0,4,ML Engineer,12/21,08/22,Junior SWE,12/20,08/21,Junior SWE,07/20,03/21
1290,Providence University,2.49,Phd,Chicago,N/A,N/A,0,1,0,Senior SWE,02/22,N/A,Senior SWE,08/21,11/21,Junior SWE,08/20,08/21
1291,Providence University,2.27,Masters,Boston,N/A,1,0,1,3,ML Engineer,07/21,03/22,Junior SWE,09/20,04/21,Senior SWE,02/20,08/20
1292,Providence School,2.07,Bachelors,Providence,F,N/A,0,0,2,Lawyer,02/23,N/A,ML Engineer,07/22,10/22,Senior SWE,09/21,07/22
1293,Providence State University,3.0,Phd,Miami,F,N/A,0,N/A,2,ML Engineer,11/20,N/A,Research Assistant,02/20,09/20,ML Engineer,09/19,12/19
1294,Providence State University,2.36,Masters,Boston,F,1,1,N/A,2,Senior SWE,12/22,11/23,Teaching Assistant,05/22,08/22,Teaching Assistant,10/21,03/22
1295,Providence School,1.94,Phd,Chicago,M,1,1,N/A,2,Junior SWE,02/20,05/20,Senior SWE,02/19,10/19,Data scientist,10/18,04/19
1296,State Providence College,2.96,Bachelors,Miami,F,N/A,0,0,2,Data scientist,08/21,N/A,Junior SWE,09/20,04/21,Lawyer,08/20,11/20
1297,State Providence College,3.8,Phd,Boston,N/A,1,1,N/A,1,Junior SWE,03/23,12/23,Teaching Assistant,06/22,10/22,ML Engineer,11/21,06/22
1298,Providence School,2.8,Phd,Chicago,F,1,0,1,0,Junior SWE,12/23,N/A,Teaching Assistant,05/23,10/23,Junior SWE,08/22,02/23
1299,State Providence College,3.14,Phd,Los Angeles,F,1,0,0,2,Junior SWE,05/23,N/A,Research Assistant,05/22,03/23,Research Assistant,02/22,07/22
1300,Providence University,2.83,Masters,Los Angeles,F,0,1,N/A,3,Senior SWE,01/21,N/A,Lawyer,05/20,10/20,Senior SWE,11/19,07/20
1301,Providence School,2.76,Bachelors,Boston,N/A,1,1,1,4,Lawyer,01/21,12/21,Lawyer,03/20,10/20,N/A,N/A,N/A
1302,Providence School,3.17,Masters,Miami,M,0,1,N/A,1,Junior SWE,06/23,02/24,Senior SWE,08/22,04/23,Data scientist,03/22,06/22
1303,Providence State University,2.68,Masters,Chicago,F,N/A,1,N/A,3,Lawyer,01/21,04/21,ML Engineer,07/20,09/20,ML Engineer,07/19,05/20
1304,Providence State University,2.91,Phd,Miami,F,N/A,0,0,4,Lawyer,05/21,N/A,Lawyer,07/20,12/20,N/A,N/A,N/A
1305,Providence School,2.93,Masters,Chicago,F,0,1,1,1,Senior SWE,06/22,12/22,Research Assistant,09/21,03/22,Data scientist,03/21,06/21
1306,Providence University,2.53,Masters,Los Angeles,M,0,1,1,3,Junior SWE,06/21,N/A,Lawyer,12/20,03/21,Teaching Assistant,01/20,10/20
1307,State Providence College,3.2,Phd,Los Angeles,N/A,N/A,1,0,2,Data scientist,07/22,07/23,ML Engineer,12/21,05/22,Teaching Assistant,07/21,08/21
1308,Providence University,2.73,Bachelors,Boston,F,1,0,0,0,Senior SWE,03/23,11/23,Junior SWE,09/22,01/23,N/A,N/A,N/A
1309,Providence State University,2.5,Masters,Chicago,N/A,0,1,N/A,2,Data scientist,04/20,N/A,Lawyer,04/19,12/19,Senior SWE,02/19,07/19
1310,State Providence College,3.01,Phd,Providence,M,0,0,0,1,ML Engineer,09/21,N/A,Research Assistant,10/20,08/21,ML Engineer,03/20,12/20
1311,Providence School,2.44,Masters,Miami,N/A,1,0,0,1,Lawyer,07/23,N/A,Data scientist,08/22,06/23,ML Engineer,06/22,01/23
1312,Providence State University,2.81,Phd,Los Angeles,M,0,0,0,3,ML Engineer,10/23,11/23,Research Assistant,10/22,09/23,Teaching Assistant,09/22,01/23
1313,State Providence College,2.8,Masters,Chicago,N/A,1,1,0,1,Lawyer,11/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1314,Providence State University,3.23,Phd,Miami,F,N/A,1,1,4,Data scientist,03/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1315,Providence State University,2.99,Masters,Providence,F,0,0,0,3,Senior SWE,03/20,N/A,Lawyer,09/19,02/20,Data scientist,01/19,09/19
1316,Providence University,2.79,Masters,Providence,M,1,0,1,4,Lawyer,03/21,02/22,Junior SWE,07/20,01/21,N/A,N/A,N/A
1317,Providence University,3.13,Phd,Miami,F,N/A,0,1,4,Junior SWE,02/23,11/23,Teaching Assistant,02/22,10/22,Senior SWE,01/22,08/22
1318,Providence University,3.36,Bachelors,Chicago,N/A,0,0,0,2,Data scientist,10/21,08/22,Junior SWE,02/21,08/21,Junior SWE,07/20,10/20
1319,Providence School,3.02,Masters,Boston,N/A,0,1,N/A,4,Data scientist,07/20,02/21,Research Assistant,12/19,02/20,ML Engineer,04/19,08/19
1320,Providence School,2.8,Masters,Los Angeles,F,0,1,N/A,1,Lawyer,10/21,08/22,Senior SWE,11/20,06/21,Research Assistant,08/20,11/20
1321,Providence University,2.28,Phd,Boston,M,N/A,1,0,2,Senior SWE,11/23,06/24,Data scientist,04/23,07/23,Junior SWE,07/22,12/22
1322,Providence State University,2.37,Phd,Chicago,F,0,0,0,1,Junior SWE,04/20,N/A,Junior SWE,08/19,02/20,Senior SWE,04/19,10/19
1323,Providence School,2.68,Phd,Boston,M,0,1,0,4,Junior SWE,08/20,N/A,ML Engineer,01/20,05/20,Teaching Assistant,02/19,08/19
1324,Providence State University,2.56,Masters,Chicago,M,N/A,1,0,4,Data scientist,10/20,N/A,Research Assistant,03/20,09/20,Research Assistant,07/19,02/20
1325,Providence School,2.73,Phd,Providence,M,0,1,1,1,Senior SWE,03/23,11/23,Data scientist,04/22,02/23,ML Engineer,01/22,03/22
1326,State Providence College,2.82,Masters,Boston,F,1,1,1,4,Junior SWE,04/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1327,State Providence College,3.01,Bachelors,Boston,M,0,1,0,0,ML Engineer,08/20,N/A,Research Assistant,08/19,07/20,ML Engineer,04/19,09/19
1328,Providence School,2.77,Bachelors,Providence,F,0,1,0,1,ML Engineer,11/23,N/A,Data scientist,12/22,08/23,N/A,N/A,N/A
1329,State Providence College,2.99,Masters,Boston,M,0,0,0,4,ML Engineer,05/23,N/A,ML Engineer,10/22,02/23,Research Assistant,12/21,10/22
1330,Providence School,2.83,Bachelors,Boston,M,1,1,1,3,Senior SWE,08/22,N/A,Lawyer,02/22,03/22,Junior SWE,03/21,08/21
1331,Providence University,2.01,Masters,Providence,F,1,0,1,4,Junior SWE,05/20,N/A,ML Engineer,08/19,04/20,Teaching Assistant,11/18,09/19
1332,Providence University,2.42,Phd,Providence,M,N/A,0,1,4,ML Engineer,11/23,07/24,ML Engineer,12/22,07/23,N/A,N/A,N/A
1333,State Providence College,2.74,Masters,Miami,F,1,1,0,3,Lawyer,01/21,N/A,Lawyer,07/20,09/20,Lawyer,01/20,05/20
1334,Providence State University,2.32,Masters,Boston,M,1,1,N/A,4,Senior SWE,08/23,07/24,Lawyer,10/22,06/23,Junior SWE,06/22,02/23
1335,State Providence College,3.04,Bachelors,Boston,F,N/A,0,N/A,1,Junior SWE,05/23,04/24,Lawyer,05/22,04/23,Junior SWE,04/22,11/22
1336,Providence State University,3.41,Bachelors,Los Angeles,N/A,0,0,N/A,1,ML Engineer,11/22,N/A,Lawyer,02/22,09/22,Lawyer,11/21,02/22
1337,Providence School,3.29,Bachelors,Providence,M,1,0,1,0,Data scientist,09/20,03/21,Lawyer,01/20,06/20,Senior SWE,03/19,10/19
1338,State Providence College,2.71,Masters,Chicago,N/A,0,1,0,2,Junior SWE,03/23,N/A,ML Engineer,06/22,02/23,Research Assistant,11/21,06/22
1339,Providence University,3.4,Phd,Providence,F,1,1,N/A,0,Lawyer,02/21,N/A,Senior SWE,03/20,10/20,Research Assistant,08/19,08/20
1340,Providence State University,2.86,Masters,Boston,N/A,0,1,1,1,ML Engineer,08/22,N/A,Senior SWE,02/22,05/22,Senior SWE,07/21,12/21
1341,Providence School,2.67,Bachelors,Providence,N/A,0,1,0,1,Senior SWE,06/23,07/23,Research Assistant,12/22,04/23,ML Engineer,03/22,07/22
1342,Providence University,2.55,Masters,Providence,N/A,1,1,0,0,Senior SWE,10/21,N/A,Junior SWE,01/21,06/21,Data scientist,05/20,02/21
1343,Providence University,2.68,Masters,Miami,F,0,1,0,4,Lawyer,05/20,N/A,Senior SWE,08/19,01/20,N/A,N/A,N/A
1344,Providence University,2.64,Phd,Providence,F,N/A,0,0,4,Lawyer,11/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1345,Providence School,2.87,Phd,Los Angeles,N/A,N/A,1,1,2,Senior SWE,07/23,11/23,Senior SWE,09/22,03/23,Data scientist,04/22,11/22
1346,Providence School,2.86,Phd,Boston,M,1,0,0,4,Junior SWE,12/22,02/23,ML Engineer,04/22,11/22,ML Engineer,09/21,02/22
1347,State Providence College,2.8,Bachelors,Miami,M,0,1,1,3,Senior SWE,05/21,11/21,Lawyer,05/20,03/21,Research Assistant,04/20,10/20
1348,Providence School,2.97,Bachelors,Boston,N/A,1,1,0,2,ML Engineer,08/20,N/A,Research Assistant,08/19,04/20,Data scientist,02/19,09/19
1349,Providence State University,3.28,Bachelors,Boston,N/A,1,0,1,2,Lawyer,05/20,08/20,Lawyer,09/19,01/20,Junior SWE,12/18,11/19
1350,Providence State University,3.18,Bachelors,Providence,N/A,N/A,0,0,0,Senior SWE,04/20,11/20,Teaching Assistant,04/19,12/19,Junior SWE,10/18,08/19
1351,State Providence College,2.21,Bachelors,Los Angeles,N/A,1,0,0,0,Data scientist,07/20,N/A,Teaching Assistant,12/19,06/20,Lawyer,05/19,12/19
1352,Providence State University,1.78,Masters,Los Angeles,M,N/A,0,0,1,Junior SWE,08/23,01/24,Teaching Assistant,10/22,03/23,Lawyer,08/22,11/22
1353,Providence State University,3.17,Phd,Miami,N/A,N/A,0,0,2,Data scientist,02/21,02/22,ML Engineer,03/20,10/20,ML Engineer,01/20,04/20
1354,Providence State University,2.25,Masters,Miami,N/A,0,1,1,0,ML Engineer,04/22,08/22,N/A,N/A,N/A,N/A,N/A,N/A
1355,Providence School,2.71,Masters,Chicago,F,0,1,0,3,Data scientist,07/23,N/A,Senior SWE,01/23,04/23,ML Engineer,01/22,01/23
1356,Providence State University,2.33,Phd,Los Angeles,N/A,1,0,0,3,Junior SWE,10/22,06/23,ML Engineer,10/21,09/22,Teaching Assistant,07/21,01/22
1357,Providence University,2.08,Masters,Miami,N/A,0,1,1,3,Senior SWE,06/20,N/A,Junior SWE,08/19,05/20,ML Engineer,05/19,09/19
1358,Providence School,3.02,Bachelors,Boston,N/A,0,0,N/A,4,Lawyer,10/21,06/22,Research Assistant,02/21,05/21,Junior SWE,10/20,02/21
1359,Providence State University,3.1,Phd,Boston,M,1,0,0,3,Data scientist,05/23,07/23,Lawyer,08/22,12/22,Data scientist,12/21,05/22
1360,Providence State University,2.57,Masters,Boston,N/A,N/A,0,1,0,ML Engineer,12/22,N/A,Teaching Assistant,03/22,07/22,N/A,N/A,N/A
1361,Providence State University,1.76,Phd,Miami,N/A,0,0,1,3,Junior SWE,05/22,12/22,Data scientist,11/21,12/21,Teaching Assistant,01/21,09/21
1362,Providence University,2.58,Bachelors,Los Angeles,F,0,0,1,3,ML Engineer,01/23,N/A,Junior SWE,07/22,08/22,Teaching Assistant,09/21,04/22
1363,Providence State University,2.96,Phd,Boston,M,N/A,0,N/A,1,Senior SWE,11/22,10/23,Teaching Assistant,01/22,07/22,Research Assistant,09/21,01/22
1364,Providence State University,2.21,Phd,Boston,N/A,0,0,1,2,Lawyer,07/22,02/23,N/A,N/A,N/A,N/A,N/A,N/A
1365,State Providence College,2.87,Bachelors,Miami,M,0,1,0,3,ML Engineer,05/23,08/23,Junior SWE,07/22,12/22,Teaching Assistant,04/22,11/22
1366,Providence School,2.79,Masters,Miami,N/A,0,1,N/A,3,Junior SWE,01/21,N/A,ML Engineer,03/20,08/20,ML Engineer,11/19,02/20
1367,Providence School,3.03,Bachelors,Los Angeles,F,0,1,1,3,Junior SWE,10/23,N/A,Senior SWE,10/22,05/23,ML Engineer,06/22,12/22
1368,Providence University,2.85,Bachelors,Miami,N/A,N/A,0,N/A,0,ML Engineer,11/23,08/24,Lawyer,03/23,09/23,Junior SWE,08/22,03/23
1369,Providence State University,2.41,Masters,Providence,M,1,1,N/A,2,Junior SWE,12/21,N/A,Research Assistant,02/21,08/21,N/A,N/A,N/A
1370,Providence University,3.28,Bachelors,Los Angeles,N/A,N/A,1,0,4,Lawyer,01/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1371,State Providence College,2.74,Bachelors,Providence,N/A,N/A,1,1,4,Senior SWE,10/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1372,Providence University,2.79,Phd,Miami,N/A,0,0,0,4,Senior SWE,12/22,05/23,Data scientist,01/22,10/22,Junior SWE,12/21,12/21
1373,Providence School,2.43,Phd,Miami,N/A,0,1,0,3,Junior SWE,08/22,N/A,Junior SWE,02/22,05/22,N/A,N/A,N/A
1374,Providence University,2.62,Bachelors,Boston,F,1,0,N/A,1,ML Engineer,05/22,N/A,Data scientist,05/21,02/22,Junior SWE,01/21,09/21
1375,State Providence College,2.45,Masters,Providence,F,0,0,N/A,1,Lawyer,04/23,05/23,Senior SWE,04/22,02/23,Data scientist,10/21,04/22
1376,Providence University,2.73,Phd,Providence,M,N/A,0,N/A,4,Junior SWE,10/21,N/A,Teaching Assistant,01/21,08/21,Research Assistant,05/20,11/20
1377,State Providence College,3.48,Masters,Miami,M,1,0,1,4,Senior SWE,06/20,08/20,Senior SWE,06/19,03/20,ML Engineer,03/19,09/19
1378,Providence University,2.25,Phd,Chicago,N/A,1,1,1,2,Junior SWE,04/21,04/22,Teaching Assistant,08/20,03/21,Senior SWE,12/19,09/20
1379,Providence State University,2.15,Phd,Los Angeles,F,1,0,1,4,ML Engineer,11/23,08/24,Data scientist,03/23,07/23,Senior SWE,09/22,01/23
1380,Providence School,3.39,Masters,Boston,M,0,1,1,0,ML Engineer,04/21,03/22,Lawyer,05/20,02/21,Research Assistant,01/20,10/20
1381,Providence School,2.72,Phd,Miami,M,0,0,0,0,Data scientist,10/20,N/A,Senior SWE,04/20,05/20,ML Engineer,08/19,11/19
1382,Providence University,2.53,Masters,Providence,N/A,1,0,0,1,Data scientist,05/21,04/22,Data scientist,06/20,03/21,Teaching Assistant,12/19,11/20
1383,Providence University,3.22,Bachelors,Los Angeles,F,N/A,0,N/A,4,Senior SWE,11/23,N/A,Junior SWE,12/22,09/23,ML Engineer,08/22,01/23
1384,Providence University,2.56,Masters,Boston,F,0,1,N/A,2,Senior SWE,12/22,02/23,Data scientist,06/22,07/22,ML Engineer,12/21,04/22
1385,State Providence College,3.53,Masters,Los Angeles,M,0,1,0,1,ML Engineer,11/20,01/21,Data scientist,12/19,09/20,Research Assistant,08/19,11/19
1386,Providence University,3.07,Masters,Los Angeles,F,1,1,1,2,Data scientist,11/21,09/22,ML Engineer,05/21,08/21,ML Engineer,08/20,01/21
1387,Providence University,2.6,Masters,Boston,N/A,1,1,1,1,ML Engineer,03/23,N/A,Senior SWE,06/22,12/22,Teaching Assistant,01/22,05/22
1388,Providence University,3.66,Bachelors,Miami,M,0,0,0,3,Lawyer,11/20,04/21,Research Assistant,11/19,08/20,N/A,N/A,N/A
1389,Providence State University,2.56,Masters,Providence,F,0,1,0,3,Junior SWE,02/20,01/21,Lawyer,06/19,01/20,Research Assistant,10/18,02/19
1390,Providence University,3.1,Masters,Miami,N/A,0,0,1,1,Senior SWE,11/21,N/A,Lawyer,04/21,07/21,Data scientist,07/20,01/21
1391,Providence School,2.92,Phd,Chicago,M,1,0,0,1,Senior SWE,11/23,01/24,ML Engineer,01/23,09/23,Senior SWE,08/22,11/22
1392,State Providence College,3.32,Masters,Providence,M,0,1,N/A,0,Senior SWE,01/23,10/23,Teaching Assistant,07/22,08/22,Research Assistant,09/21,01/22
1393,Providence School,3.42,Phd,Chicago,M,1,0,0,2,Junior SWE,05/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
1394,Providence School,2.81,Masters,Miami,F,0,1,1,2,Data scientist,08/20,N/A,Teaching Assistant,08/19,03/20,Lawyer,08/19,08/19
1395,State Providence College,2.5,Masters,Los Angeles,M,1,0,N/A,4,ML Engineer,01/22,N/A,Lawyer,01/21,12/21,Senior SWE,10/20,02/21
1396,Providence School,2.98,Masters,Los Angeles,M,N/A,0,0,3,ML Engineer,10/21,N/A,Data scientist,04/21,09/21,Senior SWE,07/20,10/20
1397,State Providence College,2.53,Masters,Boston,N/A,0,0,N/A,1,ML Engineer,06/22,02/23,ML Engineer,06/21,01/22,Teaching Assistant,04/21,11/21
1398,State Providence College,3.61,Phd,Miami,M,0,0,0,3,Lawyer,12/20,N/A,Junior SWE,12/19,08/20,Junior SWE,12/19,02/20
1399,State Providence College,2.85,Masters,Boston,M,1,0,0,2,Data scientist,03/20,N/A,Senior SWE,04/19,10/19,ML Engineer,10/18,07/19
1400,State Providence College,2.65,Masters,Los Angeles,M,N/A,1,N/A,1,Junior SWE,02/23,11/23,Senior SWE,06/22,01/23,ML Engineer,12/21,04/22
1401,Providence State University,2.87,Bachelors,Miami,N/A,0,1,1,4,Lawyer,05/23,N/A,Research Assistant,08/22,12/22,ML Engineer,12/21,09/22
1402,State Providence College,2.26,Masters,Miami,F,0,0,0,3,Data scientist,06/22,N/A,Senior SWE,11/21,03/22,Junior SWE,06/21,12/21
1403,Providence School,2.41,Bachelors,Los Angeles,N/A,0,0,1,1,Lawyer,12/20,04/21,Data scientist,05/20,11/20,Teaching Assistant,10/19,06/20
1404,Providence School,3.28,Masters,Boston,N/A,1,0,N/A,4,ML Engineer,07/21,N/A,Junior SWE,01/21,03/21,Research Assistant,05/20,09/20
1405,Providence University,2.54,Masters,Miami,F,1,0,N/A,4,Junior SWE,03/23,N/A,ML Engineer,08/22,01/23,Data scientist,10/21,07/22
